Process_ID,Sample_ID,Watershed,Stream_Site,Current_ID,Percent_Match,Match_Species,
DHSSI1354-24,SSI-Truckee-49441-D7,Truckee,,Prosimulium,98.31,,
DHSSI1355-24,SSI-Truckee-49441-D8,Truckee,,Dicranota,96.78,,
DHSSI1356-24,SSI-Truckee-49441-D9,Truckee,,Rhyacophila verrula,96.22,,
DHSSI1357-24,SSI-Truckee-49441-D10,Truckee,,Cinygmula,99.54,,
DHSSI1358-24,SSI-Truckee-49441-D11,Truckee,,Zapada frigida,98.23,,
DHSSI1359-24,SSI-Truckee-49441-D12,Truckee,,Paraleptophlebia,98.78,,
DHSSI1361-24,SSI-Truckee-49441-E2,Truckee,,Doroneuria baumanni,99.51,Doroneuria baumanni,
DHSSI1362-24,SSI-Truckee-49441-E3,Truckee,,Neophylax splendens,100,,
DHSSI1363-24,SSI-Truckee-49441-E4,Truckee,,Dicosmoecus,99.85,Dicosmoecus sp.,
DHSSI1364-24,SSI-Truckee-49441-E5,Truckee,,Epeorus longimanus,99.69,,
DHSSI1365-24,SSI-Truckee-49441-E6,Truckee,,Ephemerella inermis,95.06,Ephemerella dorothea,
DHSSI1366-24,SSI-Truckee-49441-E7,Truckee,,Ameletus,99.14,Ameletus cooki,
DHSSI1367-24,SSI-Truckee-49441-E8,Truckee,,Ceratopsyche,100,Hydropsyche amblis,
DHSSI1369-24,SSI-Truckee-49441-E10,Truckee,,Ironodes,99.5,,
DHSSI1370-24,SSI-Truckee-49441-E11,Truckee,,Plectrocnemia,99.81,Polycentropus variegatus,
DHSSI1371-24,SSI-Truckee-49441-E12,Truckee,,Serratella tibialis,95.59,Drunella coloradensis A BG,
DHSSI1372-24,SSI-Truckee-49441-F1,Truckee,,Kogotus nonus,94.87,,
DHSSI1373-24,SSI-Truckee-49441-F2,Truckee,,Parapsyche elsis,86.94,Parapsyche elsis,
DHSSI1374-24,SSI-Truckee-49441-F3,Truckee,,Eubrianax edwardsii,100,Eubrianax edwardsii,
DHSSI1375-24,SSI-Truckee-49441-F4,Truckee,,Neophylax splendens,99.07,,
DHSSI1376-24,SSI-Truckee-49441-F5,Truckee,,Calineuria californica,99.69,Calineuria californica,
DHSSI1377-24,SSI-Truckee-49441-F6,Truckee,,Drunella flavilinea,98.7,Drunella flavilinea,
DHSSI1378-24,SSI-Truckee-49441-F7,Truckee,,Dicosmoecus,99.69,,
DHSSI1379-24,SSI-Truckee-49441-F8,Truckee,,Simulium,98.82,Simulium silvestre,
DHSSI1380-24,SSI-Truckee-49441-F9,Truckee,,Plectrocnemia,99.79,Polycentropus variegatus,
DHSSI1381-24,SSI-Truckee-49441-F10,Truckee,,Caudatella heterocaudata,97.14,Caudatella heterocaudata,
DHSSI1382-24,SSI-Truckee-49441-F11,Truckee,,Micrasema,100,,
DHSSI1383-24,SSI-Truckee-49441-F12,Truckee,,Baetis,99.31,Baetis phoebus,
DHSSI1384-24,SSI-Truckee-49441-G1,Truckee,,Onocosmoecus,99.12,Amphicosmoecus canax,
DHSSI1385-24,SSI-Truckee-49441-G2,Truckee,,Wormaldia,100,,
DHSSI1386-24,SSI-Truckee-49441-G3,Truckee,,Epeorus longimanus,99.85,,
DHSSI1387-24,SSI-Truckee-49441-G4,Truckee,,Isoperla,99.61,Isoperla mormona,
DHSSI1388-24,SSI-Truckee-49441-G5,Truckee,,Cryptolabis,99.08,,
DHSSI1389-24,SSI-Truckee-49441-G6,Truckee,,Epeorus,100,,
DHSSI1390-24,SSI-Truckee-49441-G7,Truckee,,Ephemerella infrequens,99.69,Ephemerella dorothea,
DHSSI1391-24,SSI-Truckee-49441-G8,Truckee,,Onocosmoecus,99.68,Onocosmoecus unicolor,
DHSSI1392-24,SSI-Truckee-49441-G9,Truckee,,Ephemerella infrequens,95.1,Ephemerella dorothea,
DHSSI1393-24,SSI-Truckee-49441-G10,Truckee,,Rhithrogena,99.54,,
DHSSI1394-24,SSI-Truckee-49441-G11,Truckee,,Rhyacophila verrula,98.41,,
DHSSI1395-24,SSI-Truckee-49441-G12,Truckee,,Kogotus nonus,83.99,,
DHSSI1396-24,SSI-Truckee-49441-H1,Truckee,,Agabus,98.47,Ilybiosoma bjorkmanae,
DHSSI1397-24,SSI-Truckee-49441-H2,Truckee,,Malenka,92.83,Malenka cornuta,
DHSSI1398-24,SSI-Truckee-49441-H3,Truckee,,Prosimulium,100,Prosimulium sp. A,
DHSSI1399-24,SSI-Truckee-49441-H4,Truckee,,Limnophila,90.32,,
DHSSI1400-24,SSI-Truckee-49441-H5,Truckee,,Dicosmoecus,99.48,Allocosmoecus partitus,
DHSSI1401-24,SSI-Truckee-49441-H6,Truckee,,Cinygmula,99.68,,
DHSSI1402-24,SSI-Truckee-49441-H7,Truckee,,Diamesa,99.39,,
DHSSI1403-24,SSI-Truckee-49441-H8,Truckee,,Pseudodiamesa,99.36,Pseudodiamesa sp.,
DHSSI1404-24,SSI-Truckee-49441-H9,Truckee,,Neohermes cf. californicus,98.1,,
DHSSI1405-24,SSI-Truckee-49441-H10,Truckee,,Parochlus kiefferi,100,,
DHSSI1406-24,SSI-Truckee-49441-H11,Truckee,,Taenionema,91.98,,
DHSSI956-24,SSI-American-49445-A2,American,,Cinygma,99.85,,
DHSSI958-24,SSI-American-49445-A4,American,,Dolophilodes,98.11,,
DHSSI959-24,SSI-American-49445-A5,American,,Epeorus longimanus,100,,
DHSSI960-24,SSI-American-49445-A6,American,,Neoleptophlebia,98.93,,
DHSSI961-24,SSI-American-49445-A7,American,,Arctopsyche grandis,99.54,Arctopsyche grandis,
DHSSI962-24,SSI-American-49445-A8,American,,Pagastia,100,,
DHSSI963-24,SSI-American-49445-A9,American,,Brillia,99.52,,
DHSSI964-24,SSI-American-49445-A10,American,,Baetis,100,,
DHSSI965-24,SSI-American-49445-A11,American,,Simulium,100,Simulium annulitarse,
DHSSI966-24,SSI-American-49445-A12,American,,Matriella teresa,83.43,Ephemerella dorothea,
DHSSI967-24,SSI-American-49445-B1,American,,Plectrocnemia,99.85,Polycentropus variegatus,
DHSSI968-24,SSI-American-49445-B2,American,,Parapsyche almota,99.85,Parapsyche almota,
DHSSI969-24,SSI-American-49445-B3,American,,Psychoglypha,99.08,Psychoglypha sp.,
DHSSI970-24,SSI-American-49445-B4,American,,Neothremma,95.17,Neothremma didactyla,
DHSSI971-24,SSI-American-49445-B5,American,,Zavrelimyia,100,,
DHSSI972-24,SSI-American-49445-B6,American,,Rhyacophila rotunda,100,,
DHSSI973-24,SSI-American-49445-B7,American,,Malenka,100,,
DHSSI975-24,SSI-American-49445-B9,American,,Ameletus,94.44,Ameletus andersoni,
DHSSI976-24,SSI-American-49445-B10,American,,Dicranota,100,,
DHSSI977-24,SSI-American-49445-B11,American,,Plectrocnemia,99.85,Polycentropus variegatus,
DHSSI978-24,SSI-American-49445-B12,American,,Lepidostoma,100,,
DHSSI979-24,SSI-American-49445-C1,American,,Ironodes,98.17,,
DHSSI980-24,SSI-American-49445-C2,American,,Lepidostoma,99.85,,
DHSSI981-24,SSI-American-49445-C3,American,,Corynoneura,98.78,,
DHSSI982-24,SSI-American-49445-C4,American,,Nectoporus sierrae,87,Oreodytes septentrionalis,
DHSSI983-24,SSI-American-49445-C5,American,,Elmidae,99.08,Heterlimnius corpulentus,
DHSSI984-24,SSI-American-49445-C6,American,,Anafroptilum,96.48,,
DHSSI985-24,SSI-American-49445-C7,American,,Brillia,98.27,,
DHSSI986-24,SSI-American-49445-C8,American,,Pagastia,99.69,,
DHSSI987-24,SSI-American-49445-C9,American,,Cricotopus,98.32,,
DHSSI988-24,SSI-American-49445-C10,American,,Protochauliodes,98.1,,
DHSSI989-24,SSI-American-49445-C11,American,,Orohermes crepusculus,99.85,Orohermes crepusculus,
DHSSI990-24,SSI-American-49445-C12,American,,Clitellata,84.8,,
DHSSI991-24,SSI-American-49445-D1,American,,Microtendipes rydalensis,99.45,,
DHSSI992-24,SSI-American-49445-D2,American,,Optioservus quadrimaculatus,99.69,Optioservus quadrimaculatus,
DHSSI993-24,SSI-American-49445-D3,American,,Calineuria californica,99.67,Doroneuria baumanni,
DHSSI994-24,SSI-American-49445-D4,American,,Drunella flavilinea,99.85,Drunella flavilinea,
DHSSI995-24,SSI-American-49445-D5,American,,Paraleptophlebia,99.84,,
DHSSI996-24,SSI-American-49445-D6,American,,Amiocentrus,99.85,,
DHSSI997-24,SSI-American-49445-D7,American,,Zapada,99.85,,
DHSSI998-24,SSI-American-49445-D8,American,,Matriella teresa,83.43,Ephemerella dorothea,
DHSSI999-24,SSI-American-49445-D9,American,,Baetis,100,,
DHSSI1050-24,SSI-Carson-49446-A1,Carson,,Ameletus,99.21,Ameletus amador,
DHSSI1051-24,SSI-Carson-49446-A2,Carson,,Cinygmula,94.66,Cinygmula sp.,
DHSSI1052-24,SSI-Carson-49446-A3,Carson,,Ephemerella dorothea infrequens,95.3,Ephemerella dorothea,
DHSSI1054-24,SSI-Carson-49446-A5,Carson,,Epeorus longimanus,98.78,Epeorus longimanus,
DHSSI1055-24,SSI-Carson-49446-A6,Carson,,Drunella spinifera,96.72,Drunella spinifera,
DHSSI1056-24,SSI-Carson-49446-A7,Carson,,Ceratopsyche,100,Hydropsyche amblis,
DHSSI1057-24,SSI-Carson-49446-A8,Carson,,Rhyacophila betteni,94.03,Rhyacophila sp.,
DHSSI1058-24,SSI-Carson-49446-A9,Carson,,Parametriocnemus,98.17,Parametriocnemus sp.,
DHSSI1059-24,SSI-Carson-49446-A10,Carson,,Baetis,99.5,Baetis bicaudatus,
DHSSI1060-24,SSI-Carson-49446-A11,Carson,,Dicranota,93.49,Dicranota sp. BOLDAAD0480,
DHSSI1061-24,SSI-Carson-49446-A12,Carson,,Rhyacophila angelita,99.23,Rhyacophila perplana,
DHSSI1062-24,SSI-Carson-49446-B1,Carson,,Drunella flavilinea,99.85,Drunella flavilinea,
DHSSI1063-24,SSI-Carson-49446-B2,Carson,,Epeorus longimanus,98.47,Epeorus longimanus,
DHSSI1064-24,SSI-Carson-49446-B3,Carson,,Rhithrogena,94.27,Rhithrogena hageni A BG,
DHSSI1065-24,SSI-Carson-49446-B4,Carson,,Cinygmula,95.11,Cinygmula mimus,
DHSSI1066-24,SSI-Carson-49446-B5,Carson,,Diamesa,94.26,Diamesa hyperborea,
DHSSI1067-24,SSI-Carson-49446-B6,Carson,,Drunella spinifera,96.39,Drunella spinifera,
DHSSI1069-24,SSI-Carson-49446-B8,Carson,,Attenella delantala,84.56,Ephemera danica,
DHSSI1070-24,SSI-Carson-49446-B9,Carson,,Epeorus longimanus,98.62,Epeorus longimanus,
DHSSI1071-24,SSI-Carson-49446-B10,Carson,,Kogotus nonus,94.19,Kogotus modestus,
DHSSI1072-24,SSI-Carson-49446-B11,Carson,,Ironodes,90.37,Ironodes sp. JMW1,
DHSSI1073-24,SSI-Carson-49446-B12,Carson,,Baetis,94.45,Baetis bicaudatus,
DHSSI1074-24,SSI-Carson-49446-C1,Carson,,Oligophlebodes,96.62,Oligophlebodes sierra,
DHSSI1075-24,SSI-Carson-49446-C2,Carson,,Serratella tibialis,99.85,Ephemerella tibialis,
DHSSI1077-24,SSI-Carson-49446-C4,Carson,,Ameletus,99.21,Ameletus amador,
DHSSI1078-24,SSI-Carson-49446-C5,Carson,,Suwallia,93.73,Suwallia sp. BIOUG01,
DHSSI1079-24,SSI-Carson-49446-C6,Carson,,Ephemerella dorothea infrequens,95.48,Ephemerella dorothea,
DHSSI1080-24,SSI-Carson-49446-C7,Carson,,Drunella doddsii,98.93,Drunella doddsii,
DHSSI1082-24,SSI-Carson-49446-C9,Carson,,Cricotopus,98.78,Orthocladius complex,
DHSSI1084-24,SSI-Carson-49446-C11,Carson,,Optioservus quadrimaculatus,99.64,Optioservus divergens,
DHSSI1085-24,SSI-Carson-49446-C12,Carson,,Lepidostoma,97.67,Lepidostoma roafi,
DHSSI1086-24,SSI-Carson-49446-D1,Carson,,Serratella tibialis,99.85,Ephemerella tibialis,
DHSSI1087-24,SSI-Carson-49446-D2,Carson,,Clitellata,100,Aporrectodea caliginosa L3,
DHSSI1088-24,SSI-Carson-49446-D3,Carson,,Prosimulium,96.52,Prosimulium flaviantennus,
DHSSI1089-24,SSI-Carson-49446-D4,Carson,,Rhyacophila rotunda,93.33,Rhyacophila norcuta,
DHSSI1090-24,SSI-Carson-49446-D5,Carson,,Pseudodiamesa,98.47,Pseudodiamesa sp.,
DHSSI1091-24,SSI-Carson-49446-D6,Carson,,Taenionema,85.56,Brachyptera monilicornis,
DHSSI1092-24,SSI-Carson-49446-D7,Carson,,Baetis,87.46,Baetis sp. CA1,
DHSSI1093-24,SSI-Carson-49446-D8,Carson,,Tvetenia bavarica,89.27,Cricotopus perniger,
DHSSI1094-24,SSI-Carson-49446-D9,Carson,,Corynoneura,90.66,Bryophaenocladius flexidens,
DHSSI1095-24,SSI-Carson-49446-D10,Carson,,Prosimulium,99.5,Prosimulium flaviantennus,
DHSSI1096-24,SSI-Carson-49446-D11,Carson,,Rhyacophila angelita,97.44,Rhyacophila sp.,
DHSSI1097-24,SSI-Carson-49446-D12,Carson,,Epeorus longimanus,98.62,Epeorus longimanus,
DHSSI1098-24,SSI-Carson-49446-E1,Carson,,Eukiefferiella,98.78,Eukiefferiella gracei gr.,
DHSSI1099-24,SSI-Carson-49446-E2,Carson,,Capniidae,99.82,Arsapnia teresa,
DHSSI1100-24,SSI-Carson-49446-E3,Carson,,Baetis,87.92,Baetis tricaudatus,
DHSSI1101-24,SSI-Carson-49446-E4,Carson,,Zavrelimyia,99.36,Zavrelimyia thryptica,
DHSSI1102-24,SSI-Carson-49446-E5,Carson,,Tvetenia bavarica,89.27,Cricotopus perniger,
DHSSI1103-24,SSI-Carson-49446-E6,Carson,,Psychoglypha,99.54,Psychoglypha sp.,
DHSSI1104-24,SSI-Carson-49446-E7,Carson,,Chironomus,99.85,Chironomus whitseli,
DHSSI1105-24,SSI-Carson-49446-E8,Carson,,Corynoneura,90.94,Bryophaenocladius flexidens,
DHSSI1106-24,SSI-Carson-49446-E9,Carson,,Simulium,100,Simulium hunteri,
DHSSI1107-24,SSI-Carson-49446-E10,Carson,,Sanfilippodytes,97.71,Sanfilippodytes sp. NHM-IR441,
DHSSI1108-24,SSI-Carson-49446-E11,Carson,,Agabus,99.85,Ilybiosoma bjorkmanae,
DHSSI1109-24,SSI-Carson-49446-E12,Carson,,Tvetenia bavarica,89.2,Cricotopus perniger,
DHSSI1110-24,SSI-Carson-49446-F1,Carson,,Simulium,99.69,Simulium saxosum,
DHSSI1111-24,SSI-Carson-49446-F2,Carson,,Baetis,99.5,Baetis bicaudatus,
DHSSI1112-24,SSI-Carson-49446-F3,Carson,,Planariidae,99.84,Simulium piperi,
DHSSI1115-24,SSI-Carson-49446-F6,Carson,,Neophylax splendens,99.23,Neophylax rickeri,
DHSSI1116-24,SSI-Carson-49446-F7,Carson,,Parapsyche elsis,87.11,Parapsyche elsis,
DHSSI1117-24,SSI-Carson-49446-F8,Carson,,Rhyacophila brunnea,100,Rhyacophila DER sp ac,
DHSSI1118-24,SSI-Carson-49446-F9,Carson,,Baetis,99.5,Baetis bicaudatus,
DHSSI1119-24,SSI-Carson-49446-F10,Carson,,Dicranota,93.92,Dicranota sp. BOLDAAD0480,
DHSSI1120-24,SSI-Carson-49446-F11,Carson,,Simulium,99.54,Simulium piperi,
DHSSI1121-24,SSI-Carson-49446-F12,Carson,,Pagastia,89.77,Diamesa tonsa,
DHSSI1122-24,SSI-Carson-49446-G1,Carson,,Rhyacophila betteni,94.35,Rhyacophila sp.,
DHSSI1123-24,SSI-Carson-49446-G2,Carson,,Clitellata,100,Eiseniella tetraedra,
DHSSI1124-24,SSI-Carson-49446-G3,Carson,,Malenka,100,Malenka californica,
DHSSI1125-24,SSI-Carson-49446-G4,Carson,,Sweltsa,99.39,Sweltsa borealis,
DHSSI1126-24,SSI-Carson-49446-G5,Carson,,Baetis,99.5,Baetis bicaudatus,
DHSSI1127-24,SSI-Carson-49446-G6,Carson,,Simulium,99.84,Simulium piperi,
DHSSI1128-24,SSI-Carson-49446-G7,Carson,,Baetis,94.7,Baetis foemina,
DHSSI1129-24,SSI-Carson-49446-G8,Carson,,Sweltsa,100,Sweltsa borealis,
DHSSI1130-24,SSI-Carson-49446-G9,Carson,,Epeorus longimanus,98.47,Epeorus longimanus,
DHSSI1131-24,SSI-Carson-49446-G10,Carson,,Parapsyche elsis,86.7,Parapsyche elsis,
DHSSI1132-24,SSI-Carson-49446-G11,Carson,,Ameletus,92.06,Ameletus bellulus,
DHSSI1133-24,SSI-Carson-49446-G12,Carson,,Drunella coloradensis,95.57,Drunella coloradensis A BG,
DHSSI1134-24,SSI-Carson-49446-H1,Carson,,Rhithrogena,94.5,Rhithrogena robusta,
DHSSI1135-24,SSI-Carson-49446-H2,Carson,,Cinygmula,96.44,Cinygmula sp. D BG,
DHSSI1136-24,SSI-Carson-49446-H3,Carson,,Simulium,100,Simulium arcticum complex,
DHSSI1137-24,SSI-Carson-49446-H4,Carson,,Drunella doddsii,94.04,Drunella doddsii,
DHSSI1139-24,SSI-Carson-49446-H6,Carson,,Rhyacophila betteni,94.19,Rhyacophila sp.,
DHSSI1140-24,SSI-Carson-49446-H7,Carson,,Chyranda centralis,97.71,Chyranda centralis,
DHSSI1141-24,SSI-Carson-49446-H8,Carson,,Prosimulium,98.05,Helodon onychodactylus complex,
DHSSI1142-24,SSI-Carson-49446-H9,Carson,,Diphetor hageni,84.25,Baetodes SADR09,
DHSSI1143-24,SSI-Carson-49446-H10,Carson,,Diamesa,91.28,Diamesa parancysta,
DHSSI1144-24,SSI-Carson-49446-H11,Carson,,Sweltsa,99.85,Sweltsa borealis,
DHSSI1145-24,SSI-Carson-49447-A1,Carson,,Psychoglypha,99.54,Psychoglypha sp.,
DHSSI1146-24,SSI-Carson-49447-A2,Carson,,Baetis,94.45,Baetis bicaudatus,
DHSSI1147-24,SSI-Carson-49447-A3,Carson,,Kathroperla,86.7,Paraperla frontalis,
DHSSI1148-24,SSI-Carson-49447-A4,Carson,,Planariidae,96.38,Cinygmula sp. D BG,
DHSSI1149-24,SSI-Carson-49447-A5,Carson,,Paraleptophlebia,85.32,Paraleptophlebia sp.JMW2,
DHSSI1151-24,SSI-Carson-49447-A7,Carson,,Cinygma,87.28,Cinygma sp. RN1,
DHSSI1152-24,SSI-Carson-49447-A8,Carson,,Drunella coloradensis,95.41,Drunella coloradensis A BG,
DHSSI1153-24,SSI-Carson-49447-A9,Carson,,Neothremma,94.5,Neothremma didactyla,
DHSSI1154-24,SSI-Carson-49447-A10,Carson,,Neophylax,99.23,Neophylax rickeri,
DHSSI1155-24,SSI-Carson-49447-A11,Carson,,Sweltsa,99.08,Alloperla chandleri,
DHSSI1157-24,SSI-Carson-49447-B1,Carson,,Ameletus,85.81,Ameletus dissitus,
DHSSI1158-24,SSI-Carson-49447-B2,Carson,,Simulium,99.84,Simulium arcticum complex,
DHSSI1159-24,SSI-Carson-49447-B3,Carson,,Rhyacophila brunnea,99.85,Rhyacophila DER sp ac,
DHSSI1160-24,SSI-Carson-49447-B4,Carson,,Drunella coloradensis,95.14,Drunella coloradensis A BG,
DHSSI1161-24,SSI-Carson-49447-B5,Carson,,Yoraperla,99.24,Yoraperla nigrisoma,
DHSSI1162-24,SSI-Carson-49447-B6,Carson,,Drunella spinifera,98.78,Drunella spinifera,
DHSSI1163-24,SSI-Carson-49447-B7,Carson,,Malenka,99.53,Malenka californica,
DHSSI1164-24,SSI-Carson-49447-B8,Carson,,Baetis,99.67,Baetis bicaudatus,
DHSSI1165-24,SSI-Carson-49447-B9,Carson,,Parapsyche elsis,86.74,Parapsyche elsis,
DHSSI1166-24,SSI-Carson-49447-B10,Carson,,Macropelopia,93.49,Macropelopia pergrandis,
DHSSI1167-24,SSI-Carson-49447-B11,Carson,,Cinygmula,91.91,Cinygmula sp. B BG,
DHSSI1170-24,SSI-Carson-49447-C2,Carson,,Rhyacophila brunnea,100,Rhyacophila DER sp ac,
DHSSI1171-24,SSI-Carson-49447-C3,Carson,,Epeorus longimanus,98.46,Epeorus longimanus,
DHSSI1172-24,SSI-Carson-49447-C4,Carson,,Heterlimnius corpulentus,97.65,Heterlimnius corpulentus,
DHSSI1173-24,SSI-Carson-49447-C5,Carson,,Clitellata,100,Eiseniella tetraedra,
DHSSI1174-24,SSI-Carson-49447-C6,Carson,,Drunella coloradensis,95.31,Drunella coloradensis A BG,
DHSSI1175-24,SSI-Carson-49447-C7,Carson,,Suwallia,92.82,Suwallia sp. A BG,
DHSSI1176-24,SSI-Carson-49447-C8,Carson,,Anafroptilum,83.85,Cloeon dipterum,
DHSSI1177-24,SSI-Carson-49447-C9,Carson,,Protzia,85.11,Protzia cabardinica,
DHSSI1178-24,SSI-Carson-49447-C10,Carson,,Neoleptophlebia,95.37,Neoleptophlebia memorialis,
DHSSI1179-24,SSI-Carson-49447-C11,Carson,,Tvetenia bavarica,97.55,Tvetenia bavarica gr.,
DHSSI1180-24,SSI-Carson-49447-C12,Carson,,Cinygma,87.92,Cinygma sp. RN1,
DHSSI1181-24,SSI-Carson-49447-D1,Carson,,Cinygmula,92.06,Cinygmula sp. B BG,
DHSSI1182-24,SSI-Carson-49447-D2,Carson,,Baetis,97.69,Baetis bicaudatus,
DHSSI1184-24,SSI-Carson-49447-D4,Carson,,Diamesa,99.85,Diamesa sp. 3,
DHSSI1185-24,SSI-Carson-49447-D5,Carson,,Pteronarcella,90.86,Pteronarcella regularis,
DHSSI1186-24,SSI-Carson-49447-D6,Carson,,Hesperoperla hoguei,91.86,Hesperoperla pacifica,
DHSSI1187-24,SSI-Carson-49447-D7,Carson,,Yoraperla,99.39,Yoraperla nigrisoma,
DHSSI1188-24,SSI-Carson-49447-D8,Carson,,Rhyacophila rotunda,99.85,Rhyacophila chordata,
DHSSI1189-24,SSI-Carson-49447-D9,Carson,,Drunella spinifera,98.78,Drunella spinifera,
DHSSI1190-24,SSI-Carson-49447-D10,Carson,,Simulium,99.02,Simulium arcticum complex,
DHSSI1191-24,SSI-Carson-49447-D11,Carson,,Suwallia,93.25,Suwallia sp. A BG,
DHSSI1192-24,SSI-Carson-49447-D12,Carson,,Kogotus nonus,94.39,Kogotus modestus,
DHSSI1193-24,SSI-Carson-49447-E1,Carson,,Eukiefferiella brevicalcar,99.84,Eukiefferiella claripennis,
DHSSI1194-24,SSI-Carson-49447-E2,Carson,,Chironomus,100,Chironomus whitseli,
DHSSI1195-24,SSI-Carson-49447-E3,Carson,,Epeorus longimanus,98,Epeorus longimanus,
DHSSI1196-24,SSI-Carson-49447-E4,Carson,,Drunella coloradensis,95.49,Drunella coloradensis A BG,
DHSSI1197-24,SSI-Carson-49447-E5,Carson,,Diamesa,97.09,Diamesa sp. 3,
DHSSI1198-24,SSI-Carson-49447-E6,Carson,,Baetis,99.67,Baetis bicaudatus,
DHSSI1199-24,SSI-Carson-49447-E7,Carson,,Micrasema,96.02,Micrasema bactro,
DHSSI1200-24,SSI-Carson-49447-E8,Carson,,Protzia,87.13,Hydryphantes sp. VZ20194,
DHSSI1202-24,SSI-Carson-49447-E10,Carson,,Sweltsa,99.24,Sweltsa borealis,
DHSSI1203-24,SSI-Carson-49447-E11,Carson,,Odontomesa,93.09,Odontomesa sp. T25,
DHSSI1204-24,SSI-Carson-49447-E12,Carson,,Limnophora,93.43,MuscGn1 SADR01,
DHSSI1205-24,SSI-Carson-49447-F1,Carson,,Eukiefferiella claripennis,100,Eukiefferiella claripennis,
DHSSI1207-24,SSI-Carson-49447-F3,Carson,,Optioservus quadrimaculatus,99.45,Optioservus divergens,
DHSSI1209-24,SSI-Carson-49447-F5,Carson,,Neoleptophlebia,96.17,Neoleptophlebia memorialis,
DHSSI1210-24,SSI-Carson-49447-F6,Carson,,Drunella coloradensis,95.26,Drunella coloradensis A BG,
DHSSI1211-24,SSI-Carson-49447-F7,Carson,,Rhyacophila brunnea,100,Rhyacophila DER sp ac,
DHSSI1212-24,SSI-Carson-49447-F8,Carson,,Suwallia,93.07,Suwallia sp. A BG,
DHSSI1213-24,SSI-Carson-49447-F9,Carson,,Baetis,99.67,Baetis bicaudatus,
DHSSI1214-24,SSI-Carson-49447-F10,Carson,,Cinygmula,92.07,Cinygmula sp. B BG,
DHSSI1215-24,SSI-Carson-49447-F11,Carson,,Simulium,99.54,Simulium piperi,
DHSSI1216-24,SSI-Carson-49447-F12,Carson,,Yoraperla,99.08,Yoraperla nigrisoma,
DHSSI1217-24,SSI-Carson-49447-G1,Carson,,Epeorus longimanus,98.25,Epeorus longimanus B BG,
DHSSI1218-24,SSI-Carson-49447-G2,Carson,,Optioservus quadrimaculatus,99.67,Optioservus divergens,
DHSSI1219-24,SSI-Carson-49447-G3,Carson,,Sweltsa,93.8,Suwallia sp. A BG,
DHSSI1220-24,SSI-Carson-49447-G4,Carson,,Onocosmoecus,99.34,Onocosmoecus unicolor,
DHSSI1221-24,SSI-Carson-49447-G5,Carson,,Drunella grandis,97.34,Drunella grandis,
DHSSI1222-24,SSI-Carson-49447-G6,Carson,,Epeorus,99.84,Epeorus sp.,
DHSSI1223-24,SSI-Carson-49447-G7,Carson,,Ameletus,86.83,Ameletus andersoni,
DHSSI1224-24,SSI-Carson-49447-G8,Carson,,Drunella flavilinea,99.69,Drunella coloradensis,
DHSSI1225-24,SSI-Carson-49447-G9,Carson,,Caudatella heterocaudata,96.98,Caudatella heterocaudata,
DHSSI1226-24,SSI-Carson-49447-G10,Carson,,Diamesa,94.44,Diamesa nr. hyperborea,
DHSSI1227-24,SSI-Carson-49447-G11,Carson,,Matriella teresa,83.24,Ephemerella dorothea,
DHSSI1228-24,SSI-Carson-49447-G12,Carson,,Drunella flavilinea,99.69,Drunella coloradensis,
DHSSI1229-24,SSI-Carson-49447-H1,Carson,,Atherix variegata,97.76,Atherix sp. SLB-2003,
DHSSI1230-24,SSI-Carson-49447-H2,Carson,,Rhyacophila angelita,99.39,Rhyacophila perplana,
DHSSI1231-24,SSI-Carson-49447-H3,Carson,,Drunella doddsii,98.88,Drunella doddsii,
DHSSI1232-24,SSI-Carson-49447-H4,Carson,,Ceratopsyche,99.85,Hydropsyche oslari,
DHSSI1233-24,SSI-Carson-49447-H5,Carson,,Drunella flavilinea,99.69,Drunella flavilinea,
DHSSI1234-24,SSI-Carson-49447-H6,Carson,,Lepidostoma,99.36,Lepidostoma unicolor,
DHSSI1235-24,SSI-Carson-49447-H7,Carson,,Narpus concolor,97.98,Narpus sp.,
DHSSI1236-24,SSI-Carson-49447-H8,Carson,,Cricotopus,92.91,Orthocladius rivicola,
DHSSI1237-24,SSI-Carson-49447-H9,Carson,,Simulium,99.85,Simulium tuberosum complex,
DHSSI1239-24,SSI-Carson-49447-H11,Carson,,Baetis,99.67,Baetis bicaudatus,
DHSSI1303-24,SSI-Carson-49448-F4,Carson,,Attenella delantala,83.94,Ephemera danica,
DHSSI1302-24,SSI-Carson-49448-F3,Carson,,Caudatella hystrix,84.01,Siphloplecton basale,
DHSSI1291-24,SSI-Carson-49448-E4,Carson,,Diphetor hageni,84.25,Baetodes SADR09,
DHSSI1296-24,SSI-Carson-49448-E9,Carson,,Caudatella edmundsi,86.39,Ephemerella sp.JMW2,
DHSSI1307-24,SSI-Carson-49448-F8,Carson,,Paraphaenocladius,88.26,Nanocladius balticus,
DHSSI1275-24,SSI-Carson-49448-C12,Carson,,Suwallia,88.68,Suwallia starki,
DHSSI1305-24,SSI-Carson-49448-F6,Carson,,Polypedilum scalaenum,88.95,Polypedilum pullum,
DHSSI1255-24,SSI-Carson-49448-B4,Carson,,Ironodes,90.52,Ironodes sp. JMW1,
DHSSI1261-24,SSI-Carson-49448-B10,Carson,,Cricotopus,90.67,Cricotopus diversus,
